"시설명","시도명","시군구명","시군구코드","소재지도로명주소","소재지지번주소","위도","경도","설치장소설명","평일운영시작시각","평일운영종료시각","토요일운영시작시각","토요일운영종료시각","공휴일운영시작시각","공휴일운영종료시각","동시사용가능대수","공기주입가능여부","휴대전화충전가능여부","관리기관명","관리기관전화번호","데이터기준일자","제공기관코드","작업일시"
"전동휠체어급속충전기","서울특별시","종로구","11110","서울특별시 종로구 율곡로 62","서울특별시 종로구 경운동 95","37.57672001","126.9858221","3호선 지하2층 대합실","05:00","00:00","05:00","00:00","05:00","00:00","2","Y","Y","서울특별시 종로구청","02-2148-2564","2022-05-11","3000000","2023-03-15 14:37:55.0"
"전동휠체어급속충전기","서울특별시","종로구","11110","서울특별시 종로구 대학로 120","서울특별시 종로구 동숭동 67-2","37.5818372","127.0022796","4호선 2번 출구 모래함 옆","05:00","00:00","05:00","00:00","05:00","00:00","2","Y","Y","서울특별시 종로구청","02-2148-2564","2022-05-11","3000000","2023-03-15 14:37:55.0"
"전동휠체어급속충전기","서울특별시","종로구","11110","서울특별시 종로구 율곡로 308","서울특별시 종로구 종로6가 287-1","37.57041351","127.0095447","4호선 8번 출구 방향","05:00","00:00","05:00","00:00","05:00","00:00","2","Y","Y","서울특별시 종로구청","02-2148-2564","2022-05-11","3000000","2023-03-15 14:37:55.0"
"전동휠체어급속충전기","서울특별시","종로구","11110","서울특별시 종로구 세종대로 175","서울특별시 종로구 당주동 11","37.57184786","126.9761683","5호선 8번 출구","05:00","00:00","05:00","00:00","05:00","00:00","2","Y","Y","서울특별시 종로구청","02-2148-2564","2022-05-11","3000000","2023-03-15 14:37:55.0"
"전동휠체어급속충전기","서울특별시","종로구","11110","서울특별시 종로구 삼봉로 43","서울특별시 종로구 수송동 146-2","37.57319787","126.9788134","별관 1층 민원실","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 종로구청","02-2148-2564","2022-05-11","3000000","2023-03-15 14:37:55.0"
"전동휠체어급속충전기","서울특별시","종로구","11110","서울특별시 종로구 자하문로19길 36","서울특별시 종로구 옥인동 45-30","37.58183089","126.9692239","2층 엘리베이터 옆","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 종로구청","02-2148-2564","2022-05-11","3000000","2023-03-15 14:37:55.0"
"서울특별시 노원구 월계보건지소","서울특별시","서울특별시 노원구","11350","서울특별시 노원구  월계로378","서울특별시 노원구  월계동 321-4","37.6314500319","127.061595","서울특별시 노원구 월계보건지소","09:00","18:00","00:00","00:00","00:00","00:00","1","N","N","서울특별시 노원구 월계보건지소","02-2116-4585","2022-08-17","3100000","2023-03-15 14:37:55.0"
"지체장애인협회 하계2동 분회","서울특별시","서울특별시 노원구","11350","서울특별시 노원구  섬밭로 201","서울특별시 노원구  하계동 272","37.6338833229","127.0659281310","하계주공5단지 인근","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","N","하계2동분회(지체장애인협회)","02-952-9000","2022-08-17","3100000","2023-03-15 14:37:55.0"
"불암산 순환산책로 중턱 쉼터","서울특별시","서울특별시 노원구","11350","","서울특별시 노원구 중계동 산42-3 일대","37.65505349","127.0827608","불암산 순환산책로 중턱","06:00","18:00","06:00","18:00","06:00","18:00","2","Y","N","서울특별시 노원구 장애인복지과","02-2116-3327","2022-08-17","3100000","2023-03-15 14:37:55.0"
"중랑천 만남의 광장","서울특별시","서울특별시 노원구","11350","","서울특별시 노원구  상계동 754-18","37.6377741757","127.059565","중랑천 만남의 광장","00:00","23:59","00:00","23:59","00:00","23:59","1","N","N","서울특별시 노원구 장애인복지과","02-2116-3327","2022-08-17","3100000","2023-03-15 14:37:55.0"
"한벗장애인주간보호시설","서울특별시","용산구","11170","서울특별시 용산구 효창원로69길 24-3","","37.5427916","126.9579499","건물 외부 전동보장구 주차장","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 용산구청","02-2199-7103","2022-11-22","3020000","2023-03-15 14:37:55.0"
"서울특별시 노원구 청 1층, 서울특별시 노원구 장애인복지과 입구","서울특별시","서울특별시 노원구","11350","서울특별시 노원구  노해로 437","서울특별시 노원구  상계동 701-1","37.6545190418","127.0562972124","서울특별시 노원구 청 1층, 서울특별시 노원구 장애인복지과 입구","09:00","18:00","00:00","23:59","00:00","23:59","2","Y","Y","서울특별시 노원구청","02-2116-3327","2022-08-17","3100000","2023-03-15 14:37:55.0"
"서울특별시 노원구 상계10동주민센터","서울특별시","서울특별시 노원구","11350","서울특별시 노원구  노원로 530","서울특별시 노원구  상계동 671","37.66123795","127.0602496","서울특별시 노원구 상계10동주민센터","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 노원구 상계10동주민센터","02-2116-2960","2022-08-17","3100000","2023-03-15 14:37:55.0"
"서울특별시 노원구 상계3,4동주민센터","서울특별시","서울특별시 노원구","11350","서울특별시 노원구  덕릉로 859","서울특별시 노원구  상계동 1369-6","37.6729112292","127.0832314","서울특별시 노원구 상계3,4동주민센터","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 노원구 상계3,4동주민센터","02-2116-2808","2022-08-17","3100000","2023-03-15 14:37:55.0"
"서울특별시 노원구 상계1동주민센터","서울특별시","서울특별시 노원구","11350","서울특별시 노원구  동일로 1697","서울특별시 노원구  상계동 1259","37.67991633","127.0549604842","서울특별시 노원구 상계1동주민센터","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 노원구 상계1동주민센터","02-2116-2757","2022-08-17","3100000","2023-03-15 14:37:55.0"
"서울특별시 노원구 공릉2동주민센터","서울특별시","서울특별시 노원구","11350","서울특별시 노원구  노원로1길 68","서울특별시 노원구  공릉동 87-7","37.62122704","127.0833727","서울특별시 노원구 공릉2동주민센터","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","서울특별시 노원구 공릉2동 주민센터","02-2116-2526","2022-08-17","3100000","2023-03-15 14:37:55.0"
"경춘선숲길공원 방문자센터 옆","서울특별시","서울특별시 노원구","11350","서울특별시 노원구  동일로198가길 13","서울특별시 노원구  공릉동 714","37.6298024340","127.0726188218","경춘선숲길공원 방문자센터 옆","05:00","20:00","05:00","20:00","05:00","20:00","2","Y","Y","서울특별시 노원구  서울특별시 노원구 장애인복지과","02-2116-3327","2022-08-17","3100000","2023-03-15 14:37:55.0"
"태릉입구역(6) 지하1층 화장실 옆","서울특별시","서울특별시 노원구","11350","서울특별시 노원구  화랑로 425","서울특별시 노원구  공릉동 678-1","37.6175697290","127.0746472092","태릉입구역(6) 지하1층 화장실 옆","05:00","23:00","05:00","23:00","05:00","23:00","2","Y","Y","태릉입구역","02-6311-7171","2022-08-17","3100000","2023-03-15 14:37:55.0"
"경춘선숲길공원 화랑대역사","서울특별시","서울특별시 노원구","11350","","서울특별시 노원구  공릉동 29-16","37.62498284","127.0947437640","경춘선숲길공원 화랑대역사","05:00","20:00","05:00","20:00","05:00","20:00","2","Y","Y","서울특별시 노원구  서울특별시 노원구 장애인복지과","02-2116-3327","2022-08-17","3100000","2023-03-15 14:37:55.0"
"공릉역(7호선)","서울특별시","서울특별시 노원구","11350","서울특별시 노원구  동일로 지하 1074","서울특별시 노원구  공릉동 385-4","37.6254769202","127.0730052010","공릉역 7호선","05:00","23:00","05:00","20:00","05:00","20:00","2","N","N","공릉역","02-6311-7161","2022-08-17","3100000","2023-03-15 14:37:55.0"
"마들역(7호선)","서울특별시","서울특별시 노원구","11350","서울특별시 노원구  동일로 지하 1530-1","서울특별시 노원구  상계동 650","37.6650864331","127.057639","마들역 7호선","05:00","23:00","05:00","20:00","05:00","20:00","2","N","Y","마들역","02-6311-7121","2022-08-17","3100000","2023-03-15 14:37:55.0"
"수락산역(7호선)","서울특별시","서울특별시 노원구","11350","서울특별시 노원구  동일로 지하1662","서울특별시 노원구  상계동 1132-9","37.6776259369","127.055348","수락산역 7호선","05:00","23:00","05:00","20:00","05:00","20:00","2","Y","N","수락산역","02-6311-7111","2022-08-17","3100000","2023-03-15 14:37:55.0"
"노원역(7호선)","서울특별시","서울특별시 노원구","11350","서울특별시 노원구  상계로 69-1(지하)","서울특별시 노원구  상계동 602-5","37.6562677764","127.0630304487","노원역 7호선/ 4호선과 7호선 환승구간","05:00","23:00","05:00","20:00","05:00","20:00","2","Y","N","노원역","02-952-9000","2022-08-17","3100000","2023-03-15 14:37:55.0"
"노원노인종합복지관","서울특별시","서울특별시 노원구","11350","서울특별시 노원구  노원로16길 15","서울특별시 노원구  하계동 256","37.6434450655","127.0733372081","중계주공9단지 상가 옆","09:00","18:00","09:00","13:00","00:00","00:00","2","Y","N","노원노인종합복지관","02-2092-1725","2022-08-17","3100000","2023-03-15 14:37:55.0"
"늘편한집","서울특별시","서울특별시 노원구","11350","서울특별시 노원구  중계로 163","서울특별시 노원구  중계동 308-3","37.6498394896","127.0807062297","노원문화예술회관 옆","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","N","늘편한집","02-933-5228","2022-08-17","3100000","2023-03-15 14:37:55.0"
"수락산 순환산책로 제1데크쉼터","서울특별시","서울특별시 노원구","11350","","서울특별시 노원구 상계1동 산59-2번지","37.65505349","127.0827608","수락산 순환산책로 제1데크쉼터","06:00","18:00","06:00","18:00","06:00","18:00","2","N","N","서울특별시 노원구 장애인복지과","02-2116-3327","2022-08-17","3100000","2023-03-15 14:37:55.0"
"장애인친화미용실","서울특별시","서울특별시 노원구","11350","서울특별시 노원구  동일로243길 49","서울특별시 노원구  상계동1142-5, 1층","37.678524","127.0523657589","장애인 친화미용실","10:00","19:00","00:00","00:00","00:00","00:00","1","N","N","서울특별시 노원구 장애인복지과","02-2116-3327","2022-08-17","3100000","2023-03-15 14:37:55.0"
"월계문화복지센터","서울특별시","서울특별시 노원구","11350","서울특별시 노원구  월계로 42길 9","서울특별시 노원구  월계동 936","37.6242647622","127.0507920922","월계문화복지센터","09:00","18:00","00:00","00:00","00:00","00:00","1","N","N","월계문화복지센터","02-909-3273","2022-08-17","3100000","2023-03-15 14:37:55.0"
"월계사슴아파트 106동옆, 월계3분회(지체장애인협회)","서울특별시","서울특별시 노원구","11350","서울특별시 노원구  월계로55길 4","서울특별시 노원구  월계동 320-9","37.6319318700","127.0609776","월계사슴아파트 106동옆, 월계3분회(지체장애인협회)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","월계3분회(지체장애인협회)","02-975-0505","2022-08-17","3100000","2023-03-15 14:37:55.0"
"상계마들아파트 관리사무소 1층, 상계6동분회(지체장애인협회)","서울특별시","서울특별시 노원구","11350","서울특별시 노원구  덕릉로70가길 101","서울특별시 노원구  상계동 771-3","37.6419755630","127.0570244510","상계마들아파트 관리사무소 1층, 상계6동분회(지체장애인협회)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","상계6동분회(지체장애인협회)","02-0000-0000","2022-08-17","3100000","2023-03-15 14:37:55.0"
"상계뉴타운 프라자, 한국뇌성마비장애인협회 청우(1)","서울특별시","서울특별시 노원구","11350","서울특별시 노원구  덕릉로 805","서울특별시 노원구  상계동 110-9","37.66882585","127.079787","상계뉴타운 프라자, 한국뇌성마비장애인협회 청우","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","한국뇌성마비장애인협회 청우","02-932-8314","2022-08-17","3100000","2023-03-15 14:37:55.0"
"상계뉴타운 프라자, 한국뇌성마비장애인협회 청우(2)","서울특별시","서울특별시 노원구","11350","서울특별시 노원구  덕릉로 805","서울특별시 노원구  상계동 110-9","37.66882585","127.079787","상계뉴타운 프라자, 한국뇌성마비장애인협회 청우","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","한국뇌성마비장애인협회 청우","02-932-8314","2022-08-17","3100000","2023-03-15 14:37:55.0"
"중계주공1단지 103동옆, 중계1단지분회(지체장애인협회)","서울특별시","서울특별시 노원구","11350","서울특별시 노원구  동일로210길 22","서울특별시 노원구  중계동 515-3","37.6469078098","127.0652162580","중계주공1단지 103동옆, 중계1단지분회(지체장애인협회)","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","중계1단지분회(지체장애인협회)","02-977-7015","2022-08-17","3100000","2023-03-15 14:37:56.0"
"라이프2단지 배드민턴장 안, 공릉1분회(지체장애인협회)","서울특별시","서울특별시 노원구","11350","서울특별시 노원구  섬밭로 144","서울특별시 노원구  공릉동 709","37.6299228501","127.0689400838","라이프2단지 배드민턴장 안, 공릉1분회(지체장애인협회)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","공릉1분회(지체장애인협회)","02-948-4717","2022-08-17","3100000","2023-03-15 14:37:56.0"
